,净值日期,单位净值,累计净值,日增长率
0,2020-05-21,1.6553,1.6553,-1.54%
1,2020-05-20,1.6812,1.6812,-2.04%
2,2020-05-19,1.7162,1.7162,2.28%
3,2020-05-18,1.6780,1.6780,-1.18%
4,2020-05-15,1.6981,1.6981,0.48%
5,2020-05-14,1.6900,1.6900,-1.09%
6,2020-05-13,1.7086,1.7086,0.99%
7,2020-05-12,1.6919,1.6919,0.56%
8,2020-05-11,1.6824,1.6824,-0.60%
9,2020-05-08,1.6926,1.6926,1.11%
10,2020-05-07,1.6741,1.6741,-0.37%
11,2020-05-06,1.6803,1.6803,1.82%
12,2020-04-30,1.6503,1.6503,2.03%
13,2020-04-29,1.6175,1.6175,-0.10%
14,2020-04-28,1.6191,1.6191,1.68%
15,2020-04-27,1.5923,1.5923,0.40%
16,2020-04-24,1.5859,1.5859,-1.01%
17,2020-04-23,1.6021,1.6021,-0.81%
18,2020-04-22,1.6152,1.6152,0.70%
19,2020-04-21,1.6040,1.6040,-0.72%
20,2020-04-20,1.6157,1.6157,0.86%
21,2020-04-17,1.6020,1.6020,0.89%
22,2020-04-16,1.5879,1.5879,1.34%
23,2020-04-15,1.5669,1.5669,-0.06%
24,2020-04-14,1.5679,1.5679,2.35%
25,2020-04-13,1.5319,1.5319,-1.38%
26,2020-04-10,1.5534,1.5534,-2.02%
27,2020-04-09,1.5854,1.5854,1.27%
28,2020-04-08,1.5655,1.5655,-0.90%
29,2020-04-07,1.5797,1.5797,3.02%
30,2020-04-03,1.5334,1.5334,-0.46%
31,2020-04-02,1.5405,1.5405,2.80%
32,2020-04-01,1.4986,1.4986,-0.36%
33,2020-03-31,1.5040,1.5040,0.23%
34,2020-03-30,1.5005,1.5005,-2.74%
35,2020-03-27,1.5427,1.5427,-1.33%
36,2020-03-26,1.5635,1.5635,-0.01%
37,2020-03-25,1.5637,1.5637,2.50%
38,2020-03-24,1.5255,1.5255,2.12%
39,2020-03-23,1.4938,1.4938,-3.48%
40,2020-03-20,1.5477,1.5477,1.68%
41,2020-03-19,1.5222,1.5222,1.37%
42,2020-03-18,1.5017,1.5017,-1.13%
43,2020-03-17,1.5188,1.5188,0.11%
44,2020-03-16,1.5171,1.5171,-5.51%
45,2020-03-13,1.6055,1.6055,0.22%
46,2020-03-12,1.6019,1.6019,-1.80%
47,2020-03-11,1.6313,1.6313,-2.47%
48,2020-03-10,1.6726,1.6726,3.60%
49,2020-03-09,1.6145,1.6145,-5.40%
50,2020-03-06,1.7067,1.7067,-0.79%
51,2020-03-05,1.7203,1.7203,-0.20%
52,2020-03-04,1.7237,1.7237,-2.10%
53,2020-03-03,1.7607,1.7607,1.76%
54,2020-03-02,1.7302,1.7302,3.18%
55,2020-02-28,1.6768,1.6768,-5.32%
56,2020-02-27,1.7711,1.7711,1.14%
57,2020-02-26,1.7512,1.7512,-4.86%
58,2020-02-25,1.8407,1.8407,2.52%
59,2020-02-24,1.7954,1.7954,2.52%
60,2020-02-21,1.7513,1.7513,0.88%
61,2020-02-20,1.7361,1.7361,1.75%
62,2020-02-19,1.7063,1.7063,-1.77%
63,2020-02-18,1.7371,1.7371,1.38%
64,2020-02-17,1.7134,1.7134,2.20%
65,2020-02-14,1.6765,1.6765,-0.90%
66,2020-02-13,1.6917,1.6917,-1.21%
67,2020-02-12,1.7124,1.7124,2.45%
68,2020-02-11,1.6715,1.6715,-0.32%
69,2020-02-10,1.6769,1.6769,-0.11%
70,2020-02-07,1.6788,1.6788,1.92%
71,2020-02-06,1.6471,1.6471,4.41%
72,2020-02-05,1.5775,1.5775,2.57%
73,2020-02-04,1.5380,1.5380,6.79%
