,净值日期,单位净值,累计净值,日增长率
54,2020-03-02,1.0991,1.0991,2.65%
55,2020-02-28,1.0707,1.0707,-3.08%
56,2020-02-27,1.1047,1.1047,1.42%
57,2020-02-26,1.0892,1.0892,-1.79%
58,2020-02-25,1.1090,1.1090,0.05%
59,2020-02-24,1.1084,1.1084,-0.73%
60,2020-02-21,1.1165,1.1165,0.19%
61,2020-02-20,1.1144,1.1144,1.99%
62,2020-02-19,1.0927,1.0927,0.89%
63,2020-02-18,1.0831,1.0831,-0.55%
64,2020-02-17,1.0891,1.0891,1.35%
65,2020-02-14,1.0746,1.0746,1.14%
66,2020-02-13,1.0625,1.0625,-0.56%
67,2020-02-12,1.0685,1.0685,0.43%
68,2020-02-11,1.0639,1.0639,1.50%
69,2020-02-10,1.0482,1.0482,1.10%
70,2020-02-07,1.0368,1.0368,-0.16%
71,2020-02-06,1.0385,1.0385,2.68%
72,2020-02-05,1.0114,1.0114,1.28%
73,2020-02-04,0.9986,0.9986,3.13%
74,2020-02-03,0.9683,0.9683,-7.63%
75,2020-01-23,1.0483,1.0483,-3.65%
76,2020-01-22,1.0880,1.0880,0.14%
77,2020-01-21,1.0865,1.0865,-2.16%
78,2020-01-20,1.1105,1.1105,0.23%
79,2020-01-17,1.1079,1.1079,-0.57%
80,2020-01-16,1.1143,1.1143,0.60%
81,2020-01-15,1.1076,1.1076,0.40%
82,2020-01-14,1.1032,1.1032,-0.99%
83,2020-01-13,1.1142,1.1142,0.70%
84,2020-01-10,1.1065,1.1065,0.27%
85,2020-01-09,1.1035,1.1035,1.65%
86,2020-01-08,1.0856,1.0856,-0.45%
87,2020-01-07,1.0905,1.0905,1.93%
88,2020-01-06,1.0699,1.0699,-0.29%
89,2020-01-03,1.0730,1.0730,-0.83%
90,2020-01-02,1.0820,1.0820,1.02%
91,2019-12-31,1.0711,1.0711,0.81%
92,2019-12-30,1.0625,1.0625,2.02%
93,2019-12-27,1.0415,1.0415,1.07%
94,2019-12-26,1.0305,1.0305,0.27%
95,2019-12-25,1.0277,1.0277,-0.10%
96,2019-12-24,1.0287,1.0287,0.24%
97,2019-12-23,1.0262,1.0262,-0.80%
98,2019-12-20,1.0345,1.0345,0.06%
99,2019-12-19,1.0339,1.0339,-0.51%
100,2019-12-18,1.0392,1.0392,-0.35%
101,2019-12-17,1.0429,1.0429,1.12%
102,2019-12-16,1.0313,1.0313,-0.65%
103,2019-12-13,1.0380,1.0380,1.33%
104,2019-12-12,1.0244,1.0244,-0.44%
105,2019-12-11,1.0289,1.0289,-0.50%
106,2019-12-10,1.0341,1.0341,-0.43%
107,2019-12-09,1.0386,1.0386,-0.50%
108,2019-12-06,1.0438,1.0438,1.31%
109,2019-12-05,1.0303,1.0303,0.59%
110,2019-12-04,1.0243,1.0243,0.19%
111,2019-12-03,1.0224,1.0224,0.12%
112,2019-12-02,1.0212,1.0212,0.84%
113,2019-11-29,1.0127,1.0127,-1.78%
114,2019-11-28,1.0311,1.0311,-0.20%
115,2019-11-27,1.0332,1.0332,-0.38%
116,2019-11-26,1.0371,1.0371,1.01%
117,2019-11-25,1.0267,1.0267,-0.67%
118,2019-11-22,1.0336,1.0336,-1.56%
119,2019-11-21,1.0500,1.0500,-0.39%
120,2019-11-20,1.0541,1.0541,-0.67%
121,2019-11-19,1.0612,1.0612,1.40%
122,2019-11-18,1.0465,1.0465,0.67%
123,2019-11-15,1.0395,1.0395,-1.26%
124,2019-11-14,1.0528,1.0528,0.12%
125,2019-11-13,1.0515,1.0515,0.17%
126,2019-11-12,1.0497,1.0497,0.11%
127,2019-11-11,1.0485,1.0485,-1.29%
128,2019-11-08,1.0622,1.0622,-0.48%
129,2019-11-07,1.0673,1.0673,0.48%
130,2019-11-06,1.0622,1.0622,-1.09%
131,2019-11-05,1.0739,1.0739,0.42%
132,2019-11-04,1.0694,1.0694,0.61%
133,2019-11-01,1.0629,1.0629,0.25%
134,2019-10-31,1.0603,1.0603,0.11%
135,2019-10-30,1.0591,1.0591,-0.32%
136,2019-10-29,1.0625,1.0625,0.68%
137,2019-10-28,1.0553,1.0553,0.78%
138,2019-10-25,1.0471,1.0471,2.06%
139,2019-10-24,1.0260,1.0260,-0.37%
140,2019-10-23,1.0298,1.0298,-0.48%
141,2019-10-22,1.0348,1.0348,0.38%
142,2019-10-21,1.0309,1.0309,0.63%
143,2019-10-18,1.0244,1.0244,-0.32%
144,2019-10-17,1.0277,1.0277,0.24%
145,2019-10-16,1.0252,1.0252,-0.78%
146,2019-10-15,1.0333,1.0333,0.23%
147,2019-10-14,1.0309,1.0309,0.07%
148,2019-10-11,1.0302,1.0302,0.14%
149,2019-10-10,1.0288,1.0288,1.16%
150,2019-10-09,1.0170,1.0170,-0.46%
151,2019-10-08,1.0217,1.0217,1.18%
152,2019-09-30,1.0098,1.0098,-0.19%
153,2019-09-27,1.0117,1.0117,0.97%
154,2019-09-26,1.0020,1.0020,-1.66%
155,2019-09-25,1.0189,1.0189,
156,2019-09-20,1.0306,1.0306,
157,2019-09-12,1.0193,1.0193,
158,2019-09-06,1.0354,1.0354,
159,2019-08-30,1.0416,1.0416,
160,2019-08-23,1.0134,1.0134,
161,2019-08-16,1.0064,1.0064,
162,2019-08-09,0.9884,0.9884,
163,2019-08-02,1.0061,1.0061,
164,2019-07-26,1.0033,1.0033,
165,2019-07-19,1.0042,1.0042,
166,2019-07-12,1.0013,1.0013,
167,2019-07-05,0.9999,0.9999,
168,2019-07-02,1.0000,1.0000,
