,净值日期,单位净值,累计净值,日增长率
105,2019-12-11,2.1809,2.1809,0.00%
106,2019-12-10,2.1808,2.1808,-0.13%
107,2019-12-09,2.1836,2.1836,0.33%
108,2019-12-06,2.1764,2.1764,0.40%
109,2019-12-05,2.1677,2.1677,0.41%
110,2019-12-04,2.1589,2.1589,0.18%
111,2019-12-03,2.1551,2.1551,0.87%
112,2019-12-02,2.1366,2.1366,0.26%
113,2019-11-29,2.1311,2.1311,-0.35%
114,2019-11-28,2.1385,2.1385,-0.35%
115,2019-11-27,2.1461,2.1461,-0.81%
116,2019-11-26,2.1637,2.1637,0.28%
117,2019-11-25,2.1576,2.1576,1.74%
118,2019-11-22,2.1208,2.1208,-0.80%
119,2019-11-21,2.1379,2.1379,-0.41%
120,2019-11-20,2.1468,2.1468,-1.01%
121,2019-11-19,2.1688,2.1688,0.96%
122,2019-11-18,2.1482,2.1482,0.87%
123,2019-11-15,2.1297,2.1297,-0.79%
124,2019-11-14,2.1467,2.1467,0.12%
125,2019-11-13,2.1442,2.1442,-0.27%
126,2019-11-12,2.1500,2.1500,-0.32%
127,2019-11-11,2.1568,2.1568,-2.07%
128,2019-11-08,2.2024,2.2024,-0.20%
129,2019-11-07,2.2068,2.2068,0.35%
130,2019-11-06,2.1990,2.1990,-0.63%
131,2019-11-05,2.2129,2.2129,0.55%
132,2019-11-04,2.2008,2.2008,0.42%
133,2019-11-01,2.1917,2.1917,2.77%
134,2019-10-31,2.1326,2.1326,-0.21%
135,2019-10-30,2.1371,2.1371,-0.71%
136,2019-10-29,2.1523,2.1523,0.34%
137,2019-10-28,2.1451,2.1451,0.27%
138,2019-10-25,2.1394,2.1394,0.69%
139,2019-10-24,2.1248,2.1248,0.04%
140,2019-10-23,2.1240,2.1240,-0.54%
141,2019-10-22,2.1355,2.1355,0.26%
142,2019-10-21,2.1299,2.1299,0.82%
143,2019-10-18,2.1126,2.1126,-1.28%
144,2019-10-17,2.1399,2.1399,-0.22%
145,2019-10-16,2.1447,2.1447,-0.33%
146,2019-10-15,2.1519,2.1519,-0.58%
147,2019-10-14,2.1645,2.1645,1.07%
148,2019-10-11,2.1416,2.1416,0.90%
149,2019-10-10,2.1224,2.1224,0.45%
150,2019-10-09,2.1129,2.1129,0.19%
151,2019-10-08,2.1089,2.1089,1.24%
152,2019-09-30,2.0831,2.0831,-0.53%
153,2019-09-27,2.0941,2.0941,0.24%
154,2019-09-26,2.0891,2.0891,-0.90%
155,2019-09-25,2.1081,2.1081,-0.66%
156,2019-09-24,2.1221,2.1221,-0.01%
157,2019-09-23,2.1224,2.1224,-1.22%
158,2019-09-20,2.1486,2.1486,0.12%
159,2019-09-19,2.1460,2.1460,0.58%
160,2019-09-18,2.1337,2.1337,0.37%
161,2019-09-17,2.1259,2.1259,-1.62%
162,2019-09-16,2.1610,2.1610,-0.71%
163,2019-09-12,2.1764,2.1764,0.80%
164,2019-09-11,2.1592,2.1592,-0.56%
165,2019-09-10,2.1713,2.1713,-0.20%
166,2019-09-09,2.1757,2.1757,0.84%
167,2019-09-06,2.1576,2.1576,0.55%
168,2019-09-05,2.1457,2.1457,0.59%
169,2019-09-04,2.1331,2.1331,1.16%
170,2019-09-03,2.1087,2.1087,0.14%
171,2019-09-02,2.1057,2.1057,1.49%
172,2019-08-30,2.0747,2.0747,0.23%
173,2019-08-29,2.0699,2.0699,-0.67%
174,2019-08-28,2.0839,2.0839,0.02%
175,2019-08-27,2.0834,2.0834,1.50%
176,2019-08-26,2.0526,2.0526,-1.52%
177,2019-08-23,2.0843,2.0843,0.01%
178,2019-08-22,2.0840,2.0840,0.26%
179,2019-08-21,2.0785,2.0785,-0.13%
180,2019-08-20,2.0812,2.0812,0.04%
181,2019-08-19,2.0804,2.0804,2.17%
182,2019-08-16,2.0362,2.0362,0.21%
183,2019-08-15,2.0319,2.0319,0.25%
184,2019-08-14,2.0268,2.0268,0.50%
185,2019-08-13,2.0167,2.0167,-0.90%
186,2019-08-12,2.0350,2.0350,1.65%
187,2019-08-09,2.0019,2.0019,-1.36%
188,2019-08-08,2.0295,2.0295,1.44%
189,2019-08-07,2.0006,2.0006,-0.33%
190,2019-08-06,2.0073,2.0073,-0.88%
191,2019-08-05,2.0252,2.0252,-1.81%
192,2019-08-02,2.0625,2.0625,-1.55%
193,2019-08-01,2.0949,2.0949,-1.01%
194,2019-07-31,2.1163,2.1163,-1.19%
195,2019-07-30,2.1418,2.1418,0.42%
196,2019-07-29,2.1329,2.1329,-0.20%
197,2019-07-26,2.1371,2.1371,-0.15%
198,2019-07-25,2.1403,2.1403,0.78%
199,2019-07-24,2.1237,2.1237,0.46%
200,2019-07-23,2.1140,2.1140,-0.04%
201,2019-07-22,2.1149,2.1149,-0.52%
202,2019-07-19,2.1260,2.1260,1.08%
203,2019-07-18,2.1033,2.1033,-1.06%
204,2019-07-17,2.1258,2.1258,0.11%
205,2019-07-16,2.1235,2.1235,-0.34%
206,2019-07-15,2.1307,2.1307,0.60%
207,2019-07-12,2.1180,2.1180,1.23%
208,2019-07-11,2.0922,2.0922,-0.29%
209,2019-07-10,2.0983,2.0983,-0.15%
210,2019-07-09,2.1014,2.1014,0.12%
211,2019-07-08,2.0988,2.0988,-2.16%
212,2019-07-05,2.1451,2.1451,0.68%
213,2019-07-04,2.1306,2.1306,-0.20%
214,2019-07-03,2.1349,2.1349,-1.04%
215,2019-07-02,2.1573,2.1573,0.17%
216,2019-07-01,2.1536,2.1536,3.56%
217,2019-06-30,2.0796,2.0796,
218,2019-06-28,2.0796,2.0796,-0.13%
219,2019-06-27,2.0823,2.0823,1.02%
220,2019-06-26,2.0613,2.0613,-0.14%
221,2019-06-25,2.0642,2.0642,-0.92%
222,2019-06-24,2.0833,2.0833,0.36%
223,2019-06-21,2.0759,2.0759,0.00%
224,2019-06-20,2.0758,2.0758,2.64%
225,2019-06-19,2.0224,2.0224,1.07%
226,2019-06-18,2.0010,2.0010,0.09%
227,2019-06-17,1.9993,1.9993,-0.25%
228,2019-06-14,2.0043,2.0043,-0.99%
229,2019-06-13,2.0244,2.0244,-0.38%
230,2019-06-12,2.0321,2.0321,-1.04%
231,2019-06-11,2.0534,2.0534,3.29%
232,2019-06-10,1.9880,1.9880,1.30%
233,2019-06-06,1.9624,1.9624,-1.20%
234,2019-06-05,1.9863,1.9863,0.31%
235,2019-06-04,1.9802,1.9802,-0.96%
236,2019-06-03,1.9993,1.9993,-0.57%
237,2019-05-31,2.0108,2.0108,-0.21%
238,2019-05-30,2.0150,2.0150,-0.26%
239,2019-05-29,2.0202,2.0202,-0.67%
240,2019-05-28,2.0338,2.0338,1.31%
241,2019-05-27,2.0075,2.0075,1.63%
242,2019-05-24,1.9753,1.9753,0.39%
243,2019-05-23,1.9677,1.9677,-2.25%
244,2019-05-22,2.0130,2.0130,-0.55%
245,2019-05-21,2.0241,2.0241,1.87%
246,2019-05-20,1.9869,1.9869,-1.09%
247,2019-05-17,2.0087,2.0087,-2.52%
248,2019-05-16,2.0607,2.0607,0.12%
249,2019-05-15,2.0583,2.0583,2.41%
250,2019-05-14,2.0099,2.0099,-0.53%
251,2019-05-13,2.0206,2.0206,-1.22%
252,2019-05-10,2.0455,2.0455,3.79%
253,2019-05-09,1.9708,1.9708,-1.04%
254,2019-05-08,1.9915,1.9915,-1.56%
255,2019-05-07,2.0230,2.0230,1.84%
256,2019-05-06,1.9864,1.9864,-6.71%
257,2019-04-30,2.1292,2.1292,0.60%
258,2019-04-29,2.1164,2.1164,-0.26%
259,2019-04-26,2.1219,2.1219,-1.44%
260,2019-04-25,2.1530,2.1530,-2.52%
261,2019-04-24,2.2086,2.2086,0.82%
262,2019-04-23,2.1907,2.1907,-0.39%
263,2019-04-22,2.1992,2.1992,-2.60%
264,2019-04-19,2.2578,2.2578,2.02%
265,2019-04-18,2.2130,2.2130,-0.50%
266,2019-04-17,2.2242,2.2242,0.44%
267,2019-04-16,2.2145,2.2145,2.26%
268,2019-04-15,2.1656,2.1656,-0.39%
269,2019-04-12,2.1740,2.1740,-0.41%
270,2019-04-11,2.1830,2.1830,-2.37%
271,2019-04-10,2.2360,2.2360,0.68%
272,2019-04-09,2.2209,2.2209,1.62%
273,2019-04-08,2.1855,2.1855,0.07%
274,2019-04-04,2.1840,2.1840,1.15%
275,2019-04-03,2.1592,2.1592,1.11%
276,2019-04-02,2.1354,2.1354,-0.12%
277,2019-04-01,2.1379,2.1379,3.16%
278,2019-03-29,2.0725,2.0725,3.94%
279,2019-03-28,1.9940,1.9940,-0.57%
280,2019-03-27,2.0054,2.0054,1.23%
281,2019-03-26,1.9810,1.9810,-1.16%
282,2019-03-25,2.0043,2.0043,-1.79%
283,2019-03-22,2.0408,2.0408,0.21%
284,2019-03-21,2.0365,2.0365,0.02%
285,2019-03-20,2.0360,2.0360,0.08%
286,2019-03-19,2.0344,2.0344,-0.44%
287,2019-03-18,2.0434,2.0434,3.20%
288,2019-03-15,1.9801,1.9801,1.86%
289,2019-03-14,1.9440,1.9440,-1.26%
290,2019-03-13,1.9688,1.9688,-1.74%
291,2019-03-12,2.0037,2.0037,0.82%
292,2019-03-11,1.9874,1.9874,2.32%
293,2019-03-08,1.9423,1.9423,-3.46%
294,2019-03-07,2.0120,2.0120,-1.24%
295,2019-03-06,2.0372,2.0372,0.68%
296,2019-03-05,2.0234,2.0234,1.46%
297,2019-03-04,1.9942,1.9942,2.45%
298,2019-03-01,1.9466,1.9466,2.22%
299,2019-02-28,1.9044,1.9044,-0.37%
300,2019-02-27,1.9115,1.9115,-0.65%
301,2019-02-26,1.9240,1.9240,-0.90%
302,2019-02-25,1.9414,1.9414,5.41%
303,2019-02-22,1.8417,1.8417,1.53%
304,2019-02-21,1.8140,1.8140,-0.35%
305,2019-02-20,1.8203,1.8203,0.85%
306,2019-02-19,1.8050,1.8050,-0.35%
307,2019-02-18,1.8114,1.8114,3.27%
308,2019-02-15,1.7540,1.7540,-1.75%
309,2019-02-14,1.7852,1.7852,0.29%
310,2019-02-13,1.7800,1.7800,1.83%
311,2019-02-12,1.7480,1.7480,0.91%
312,2019-02-11,1.7323,1.7323,2.19%
313,2019-02-01,1.6951,1.6951,1.36%
314,2019-01-31,1.6723,1.6723,0.91%
315,2019-01-30,1.6572,1.6572,-0.39%
316,2019-01-29,1.6637,1.6637,0.64%
317,2019-01-28,1.6531,1.6531,0.14%
318,2019-01-25,1.6508,1.6508,1.02%
319,2019-01-24,1.6342,1.6342,0.55%
320,2019-01-23,1.6253,1.6253,0.22%
321,2019-01-22,1.6217,1.6217,-1.27%
322,2019-01-21,1.6425,1.6425,0.23%
323,2019-01-18,1.6388,1.6388,1.42%
324,2019-01-17,1.6158,1.6158,-0.77%
325,2019-01-16,1.6284,1.6284,0.18%
326,2019-01-15,1.6254,1.6254,1.61%
327,2019-01-14,1.5996,1.5996,-0.47%
328,2019-01-11,1.6071,1.6071,0.63%
329,2019-01-10,1.5971,1.5971,-0.24%
330,2019-01-09,1.6009,1.6009,1.39%
331,2019-01-08,1.5789,1.5789,0.03%
332,2019-01-07,1.5785,1.5785,0.91%
333,2019-01-04,1.5643,1.5643,2.70%
334,2019-01-03,1.5232,1.5232,0.01%
335,2019-01-02,1.5231,1.5231,-0.88%
336,2018-12-31,1.5366,1.5366,
337,2018-12-28,1.5366,1.5366,0.64%
338,2018-12-27,1.5268,1.5268,-0.48%
339,2018-12-26,1.5342,1.5342,-0.31%
340,2018-12-25,1.5390,1.5390,-0.66%
341,2018-12-24,1.5493,1.5493,0.32%
342,2018-12-21,1.5444,1.5444,-1.41%
343,2018-12-20,1.5665,1.5665,-0.11%
344,2018-12-19,1.5682,1.5682,-0.89%
345,2018-12-18,1.5823,1.5823,-1.04%
346,2018-12-17,1.5989,1.5989,-0.13%
347,2018-12-14,1.6010,1.6010,-1.47%
348,2018-12-13,1.6249,1.6249,1.66%
349,2018-12-12,1.5984,1.5984,0.69%
350,2018-12-11,1.5875,1.5875,0.78%
351,2018-12-10,1.5752,1.5752,-1.53%
352,2018-12-07,1.5997,1.5997,0.36%
353,2018-12-06,1.5939,1.5939,-1.97%
354,2018-12-05,1.6259,1.6259,-0.42%
355,2018-12-04,1.6328,1.6328,-0.19%
356,2018-12-03,1.6359,1.6359,2.67%
357,2018-11-30,1.5934,1.5934,0.74%
358,2018-11-29,1.5817,1.5817,-1.50%
359,2018-11-28,1.6058,1.6058,1.82%
360,2018-11-27,1.5771,1.5771,-0.34%
361,2018-11-26,1.5825,1.5825,-0.01%
362,2018-11-23,1.5827,1.5827,-2.33%
363,2018-11-22,1.6204,1.6204,-0.41%
364,2018-11-21,1.6270,1.6270,0.25%
365,2018-11-20,1.6229,1.6229,-2.45%
366,2018-11-19,1.6637,1.6637,1.57%
367,2018-11-16,1.6380,1.6380,0.84%
368,2018-11-15,1.6243,1.6243,0.78%
369,2018-11-14,1.6118,1.6118,-0.62%
370,2018-11-13,1.6218,1.6218,1.29%
371,2018-11-12,1.6012,1.6012,1.46%
372,2018-11-09,1.5781,1.5781,-1.15%
373,2018-11-08,1.5965,1.5965,-0.14%
374,2018-11-07,1.5987,1.5987,-0.48%
375,2018-11-06,1.6064,1.6064,-0.43%
376,2018-11-05,1.6134,1.6134,-0.74%
377,2018-11-02,1.6255,1.6255,2.94%
378,2018-11-01,1.5791,1.5791,0.93%
379,2018-10-31,1.5645,1.5645,1.18%
380,2018-10-30,1.5463,1.5463,0.91%
381,2018-10-29,1.5324,1.5324,-3.24%
382,2018-10-26,1.5837,1.5837,-0.11%
383,2018-10-25,1.5855,1.5855,0.58%
384,2018-10-24,1.5763,1.5763,0.35%
385,2018-10-23,1.5708,1.5708,-2.15%
386,2018-10-22,1.6053,1.6053,4.18%
387,2018-10-19,1.5409,1.5409,2.67%
388,2018-10-18,1.5008,1.5008,-2.17%
389,2018-10-17,1.5341,1.5341,0.73%
390,2018-10-16,1.5230,1.5230,-0.91%
391,2018-10-15,1.5370,1.5370,-1.57%
392,2018-10-12,1.5615,1.5615,1.79%
393,2018-10-11,1.5341,1.5341,-4.67%
394,2018-10-10,1.6093,1.6093,-0.43%
395,2018-10-09,1.6162,1.6162,0.20%
396,2018-10-08,1.6130,1.6130,-3.96%
397,2018-09-28,1.6795,1.6795,0.73%
398,2018-09-27,1.6673,1.6673,-0.38%
399,2018-09-26,1.6737,1.6737,0.80%
400,2018-09-25,1.6604,1.6604,-1.08%
401,2018-09-21,1.6786,1.6786,2.90%
402,2018-09-20,1.6313,1.6313,-0.05%
403,2018-09-19,1.6321,1.6321,1.81%
404,2018-09-18,1.6031,1.6031,1.39%
405,2018-09-17,1.5811,1.5811,-1.17%
406,2018-09-14,1.5998,1.5998,0.46%
407,2018-09-13,1.5924,1.5924,0.96%
408,2018-09-12,1.5772,1.5772,-0.60%
409,2018-09-11,1.5867,1.5867,-0.11%
410,2018-09-10,1.5885,1.5885,-0.88%
411,2018-09-07,1.6026,1.6026,0.34%
412,2018-09-06,1.5972,1.5972,-1.29%
413,2018-09-05,1.6181,1.6181,-1.96%
414,2018-09-04,1.6504,1.6504,1.12%
415,2018-09-03,1.6322,1.6322,-0.48%
416,2018-08-31,1.6400,1.6400,-0.43%
417,2018-08-30,1.6471,1.6471,-1.06%
418,2018-08-29,1.6648,1.6648,-0.35%
419,2018-08-28,1.6706,1.6706,0.02%
420,2018-08-27,1.6703,1.6703,2.80%
421,2018-08-24,1.6248,1.6248,0.20%
422,2018-08-23,1.6215,1.6215,0.06%
423,2018-08-22,1.6206,1.6206,-0.60%
424,2018-08-21,1.6303,1.6303,1.69%
425,2018-08-20,1.6032,1.6032,0.95%
426,2018-08-17,1.5881,1.5881,-1.05%
427,2018-08-16,1.6049,1.6049,-0.75%
428,2018-08-15,1.6170,1.6170,-1.87%
429,2018-08-14,1.6478,1.6478,-0.51%
430,2018-08-13,1.6562,1.6562,-0.58%
431,2018-08-10,1.6658,1.6658,0.40%
432,2018-08-09,1.6592,1.6592,2.33%
433,2018-08-08,1.6215,1.6215,-1.50%
434,2018-08-07,1.6462,1.6462,3.18%
435,2018-08-06,1.5954,1.5954,-1.16%
436,2018-08-03,1.6142,1.6142,-1.91%
437,2018-08-02,1.6457,1.6457,-2.67%
438,2018-08-01,1.6909,1.6909,-2.11%
439,2018-07-31,1.7274,1.7274,0.23%
440,2018-07-30,1.7235,1.7235,-0.22%
441,2018-07-27,1.7273,1.7273,-0.52%
442,2018-07-26,1.7364,1.7364,-0.85%
443,2018-07-25,1.7513,1.7513,-0.47%
444,2018-07-24,1.7595,1.7595,2.08%
445,2018-07-23,1.7237,1.7237,0.85%
446,2018-07-20,1.7091,1.7091,1.19%
447,2018-07-19,1.6890,1.6890,0.19%
448,2018-07-18,1.6858,1.6858,-0.88%
449,2018-07-17,1.7007,1.7007,-0.61%
450,2018-07-16,1.7112,1.7112,-0.34%
451,2018-07-13,1.7170,1.7170,0.42%
452,2018-07-12,1.7098,1.7098,2.11%
453,2018-07-11,1.6744,1.6744,-1.86%
454,2018-07-10,1.7061,1.7061,0.21%
455,2018-07-09,1.7025,1.7025,2.94%
456,2018-07-06,1.6539,1.6539,0.83%
457,2018-07-05,1.6403,1.6403,-0.88%
458,2018-07-04,1.6548,1.6548,-1.86%
459,2018-07-03,1.6862,1.6862,-0.07%
460,2018-07-02,1.6874,1.6874,-3.17%
461,2018-06-30,1.7427,1.7427,
462,2018-06-29,1.7427,1.7427,2.80%
463,2018-06-28,1.6953,1.6953,-0.99%
464,2018-06-27,1.7122,1.7122,-2.39%
465,2018-06-26,1.7542,1.7542,-0.93%
466,2018-06-25,1.7706,1.7706,-1.57%
467,2018-06-22,1.7988,1.7988,0.59%
468,2018-06-21,1.7882,1.7882,-0.80%
469,2018-06-20,1.8026,1.8026,0.61%
470,2018-06-19,1.7917,1.7917,-4.34%
471,2018-06-15,1.8729,1.8729,-0.30%
472,2018-06-14,1.8786,1.8786,-0.82%
473,2018-06-13,1.8941,1.8941,-1.04%
474,2018-06-12,1.9141,1.9141,1.52%
475,2018-06-11,1.8855,1.8855,0.54%
476,2018-06-08,1.8754,1.8754,-1.15%
477,2018-06-07,1.8973,1.8973,-0.06%
478,2018-06-06,1.8985,1.8985,-0.36%
479,2018-06-05,1.9053,1.9053,1.01%
480,2018-06-04,1.8862,1.8862,1.41%
481,2018-06-01,1.8599,1.8599,-0.70%
482,2018-05-31,1.8731,1.8731,2.77%
483,2018-05-30,1.8227,1.8227,-1.82%
484,2018-05-29,1.8565,1.8565,-1.08%
485,2018-05-28,1.8768,1.8768,1.02%
486,2018-05-25,1.8579,1.8579,-0.21%
487,2018-05-24,1.8618,1.8618,-0.71%
488,2018-05-23,1.8752,1.8752,-1.13%
489,2018-05-22,1.8967,1.8967,-0.59%
490,2018-05-21,1.9080,1.9080,0.03%
491,2018-05-18,1.9075,1.9075,0.79%
492,2018-05-17,1.8926,1.8926,-0.59%
493,2018-05-16,1.9039,1.9039,-0.77%
494,2018-05-15,1.9187,1.9187,0.25%
495,2018-05-14,1.9140,1.9140,1.03%
496,2018-05-11,1.8945,1.8945,-0.68%
497,2018-05-10,1.9075,1.9075,0.37%
498,2018-05-09,1.9004,1.9004,-0.21%
499,2018-05-08,1.9044,1.9044,1.42%
500,2018-05-07,1.8778,1.8778,1.89%
501,2018-05-04,1.8430,1.8430,-0.49%
502,2018-05-03,1.8521,1.8521,1.11%
503,2018-05-02,1.8317,1.8317,0.10%
504,2018-04-27,1.8299,1.8299,-0.50%
505,2018-04-26,1.8391,1.8391,-2.96%
506,2018-04-25,1.8952,1.8952,-0.74%
507,2018-04-24,1.9093,1.9093,1.92%
508,2018-04-23,1.8734,1.8734,0.56%
509,2018-04-20,1.8630,1.8630,-0.99%
510,2018-04-19,1.8816,1.8816,1.83%
511,2018-04-18,1.8478,1.8478,0.13%
512,2018-04-17,1.8454,1.8454,-1.08%
513,2018-04-16,1.8655,1.8655,-1.92%
514,2018-04-13,1.9021,1.9021,-0.54%
515,2018-04-12,1.9124,1.9124,-1.09%
516,2018-04-11,1.9335,1.9335,0.67%
517,2018-04-10,1.9206,1.9206,2.14%
518,2018-04-09,1.8804,1.8804,-1.09%
519,2018-04-04,1.9012,1.9012,0.39%
520,2018-04-03,1.8938,1.8938,-0.48%
521,2018-04-02,1.9029,1.9029,-0.46%
522,2018-03-30,1.9116,1.9116,-0.53%
523,2018-03-29,1.9218,1.9218,2.89%
524,2018-03-28,1.8679,1.8679,-1.80%
525,2018-03-27,1.9022,1.9022,0.60%
526,2018-03-26,1.8908,1.8908,-1.19%
527,2018-03-23,1.9135,1.9135,-2.41%
528,2018-03-22,1.9608,1.9608,-1.48%
529,2018-03-21,1.9903,1.9903,-0.37%
530,2018-03-20,1.9976,1.9976,-0.44%
531,2018-03-19,2.0065,2.0065,-0.54%
532,2018-03-16,2.0173,2.0173,-0.97%
533,2018-03-15,2.0371,2.0371,0.59%
534,2018-03-14,2.0251,2.0251,-0.41%
535,2018-03-13,2.0334,2.0334,-0.73%
536,2018-03-12,2.0483,2.0483,0.19%
537,2018-03-09,2.0444,2.0444,0.56%
538,2018-03-08,2.0331,2.0331,1.74%
539,2018-03-07,1.9984,1.9984,-0.96%
540,2018-03-06,2.0177,2.0177,1.83%
541,2018-03-05,1.9815,1.9815,-0.63%
542,2018-03-02,1.9940,1.9940,-0.44%
543,2018-03-01,2.0028,2.0028,0.25%
544,2018-02-28,1.9979,1.9979,-0.31%
545,2018-02-27,2.0041,2.0041,-2.53%
546,2018-02-26,2.0562,2.0562,0.84%
547,2018-02-23,2.0391,2.0391,0.12%
548,2018-02-22,2.0367,2.0367,2.07%
549,2018-02-14,1.9954,1.9954,1.46%
550,2018-02-13,1.9667,1.9667,1.23%
551,2018-02-12,1.9428,1.9428,2.40%
552,2018-02-09,1.8972,1.8972,-4.23%
553,2018-02-08,1.9809,1.9809,0.45%
554,2018-02-07,1.9720,1.9720,-3.61%
555,2018-02-06,2.0458,2.0458,-3.16%
556,2018-02-05,2.1126,2.1126,-0.61%
557,2018-02-02,2.1256,2.1256,0.79%
558,2018-02-01,2.1089,2.1089,-1.71%
559,2018-01-31,2.1456,2.1456,1.00%
560,2018-01-30,2.1244,2.1244,-1.60%
561,2018-01-29,2.1590,2.1590,-2.05%
562,2018-01-26,2.2042,2.2042,0.39%
563,2018-01-25,2.1956,2.1956,-0.65%
564,2018-01-24,2.2099,2.2099,-0.60%
565,2018-01-23,2.2233,2.2233,0.83%
566,2018-01-22,2.2051,2.2051,2.26%
567,2018-01-19,2.1564,2.1564,-0.47%
568,2018-01-18,2.1665,2.1665,0.52%
569,2018-01-17,2.1553,2.1553,-1.29%
