,净值日期,单位净值,累计净值,日增长率
85,2020-01-09,0.9970,0.9970,1.94%
86,2020-01-08,0.9780,0.9780,-0.51%
87,2020-01-07,0.9830,0.9830,0.72%
88,2020-01-06,0.9760,0.9760,-1.11%
89,2020-01-03,0.9870,0.9870,-0.80%
90,2020-01-02,0.9950,0.9950,0.10%
91,2019-12-31,0.9940,0.9940,0.71%
92,2019-12-30,0.9870,0.9870,1.54%
93,2019-12-27,0.9720,0.9720,-0.21%
94,2019-12-26,0.9740,0.9740,0.93%
95,2019-12-25,0.9650,0.9650,-0.21%
96,2019-12-24,0.9670,0.9670,0.42%
97,2019-12-23,0.9630,0.9630,-0.82%
98,2019-12-20,0.9710,0.9710,-0.31%
99,2019-12-19,0.9740,0.9740,-0.51%
100,2019-12-18,0.9790,0.9790,-0.41%
101,2019-12-17,0.9830,0.9830,0.61%
102,2019-12-16,0.9770,0.9770,0.00%
103,2019-12-13,0.9770,0.9770,1.98%
104,2019-12-12,0.9580,0.9580,-0.21%
105,2019-12-11,0.9600,0.9600,-0.52%
106,2019-12-10,0.9650,0.9650,0.42%
107,2019-12-09,0.9610,0.9610,-0.52%
108,2019-12-06,0.9660,0.9660,1.58%
109,2019-12-05,0.9510,0.9510,0.53%
110,2019-12-04,0.9460,0.9460,0.32%
111,2019-12-03,0.9430,0.9430,-0.11%
112,2019-12-02,0.9440,0.9440,-0.11%
113,2019-11-29,0.9450,0.9450,-1.66%
114,2019-11-28,0.9610,0.9610,-0.31%
115,2019-11-27,0.9640,0.9640,-0.41%
116,2019-11-26,0.9680,0.9680,0.52%
117,2019-11-25,0.9630,0.9630,-0.41%
118,2019-11-22,0.9670,0.9670,-2.03%
119,2019-11-21,0.9870,0.9870,-0.80%
120,2019-11-20,0.9950,0.9950,-0.40%
121,2019-11-19,0.9990,0.9990,1.32%
122,2019-11-18,0.9860,0.9860,0.20%
123,2019-11-15,0.9840,0.9840,-0.71%
124,2019-11-14,0.9910,0.9910,0.41%
125,2019-11-13,0.9870,0.9870,1.02%
126,2019-11-12,0.9770,0.9770,0.21%
127,2019-11-11,0.9750,0.9750,-1.42%
128,2019-11-08,0.9890,0.9890,-0.20%
129,2019-11-07,0.9910,0.9910,0.41%
130,2019-11-06,0.9870,0.9870,-0.70%
131,2019-11-05,0.9940,0.9940,0.61%
132,2019-11-04,0.9880,0.9880,0.71%
133,2019-11-01,0.9810,0.9810,2.19%
134,2019-10-31,0.9600,0.9600,0.52%
135,2019-10-30,0.9550,0.9550,0.00%
136,2019-10-29,0.9550,0.9550,0.10%
137,2019-10-28,0.9540,0.9540,1.06%
138,2019-10-25,0.9440,0.9440,1.29%
139,2019-10-24,0.9320,0.9320,-1.17%
140,2019-10-23,0.9430,0.9430,-0.74%
141,2019-10-22,0.9500,0.9500,0.42%
142,2019-10-21,0.9460,0.9460,-0.32%
143,2019-10-18,0.9490,0.9490,-1.15%
144,2019-10-17,0.9600,0.9600,0.10%
145,2019-10-16,0.9590,0.9590,-0.72%
146,2019-10-15,0.9660,0.9660,0.52%
147,2019-10-14,0.9610,0.9610,0.21%
148,2019-10-11,0.9590,0.9590,0.31%
149,2019-10-10,0.9560,0.9560,1.27%
150,2019-10-09,0.9440,0.9440,-0.42%
151,2019-10-08,0.9480,0.9480,0.96%
152,2019-09-30,0.9390,0.9390,-0.74%
153,2019-09-27,0.9460,0.9460,0.00%
154,2019-09-26,0.9460,0.9460,-0.84%
155,2019-09-25,0.9540,0.9540,-0.73%
156,2019-09-24,0.9610,0.9610,1.26%
157,2019-09-23,0.9490,0.9490,-1.04%
158,2019-09-20,0.9590,0.9590,0.42%
159,2019-09-19,0.9550,0.9550,0.10%
160,2019-09-18,0.9540,0.9540,1.71%
161,2019-09-17,0.9380,0.9380,-0.85%
162,2019-09-16,0.9460,0.9460,-0.53%
163,2019-09-12,0.9510,0.9510,0.96%
164,2019-09-11,0.9420,0.9420,-2.48%
165,2019-09-10,0.9660,0.9660,-0.31%
166,2019-09-09,0.9690,0.9690,0.31%
167,2019-09-06,0.9660,0.9660,0.21%
168,2019-09-05,0.9640,0.9640,0.31%
169,2019-09-04,0.9610,0.9610,-0.31%
170,2019-09-03,0.9640,0.9640,-0.41%
171,2019-09-02,0.9680,0.9680,1.15%
172,2019-08-30,0.9570,0.9570,1.27%
173,2019-08-29,0.9450,0.9450,0.11%
174,2019-08-28,0.9440,0.9440,-0.21%
175,2019-08-27,0.9460,0.9460,1.83%
176,2019-08-26,0.9290,0.9290,-1.28%
177,2019-08-23,0.9410,0.9410,0.97%
178,2019-08-22,0.9320,0.9320,1.53%
179,2019-08-21,0.9180,0.9180,0.22%
180,2019-08-20,0.9160,0.9160,0.00%
181,2019-08-19,0.9160,0.9160,1.10%
182,2019-08-16,0.9060,0.9060,0.78%
183,2019-08-15,0.8990,0.8990,0.11%
184,2019-08-14,0.8980,0.8980,1.24%
185,2019-08-13,0.8870,0.8870,-0.45%
186,2019-08-12,0.8910,0.8910,2.30%
187,2019-08-09,0.8710,0.8710,-1.02%
188,2019-08-08,0.8800,0.8800,1.50%
189,2019-08-07,0.8670,0.8670,-0.23%
190,2019-08-06,0.8690,0.8690,0.00%
191,2019-08-05,0.8690,0.8690,-1.70%
192,2019-08-02,0.8840,0.8840,-0.90%
193,2019-08-01,0.8920,0.8920,-1.00%
194,2019-07-31,0.9010,0.9010,-0.99%
195,2019-07-30,0.9100,0.9100,-0.11%
196,2019-07-29,0.9110,0.9110,0.00%
197,2019-07-26,0.9110,0.9110,0.44%
198,2019-07-25,0.9070,0.9070,0.67%
199,2019-07-24,0.9010,0.9010,0.45%
200,2019-07-23,0.8970,0.8970,-0.44%
201,2019-07-22,0.9010,0.9010,-0.11%
202,2019-07-19,0.9020,0.9020,0.56%
203,2019-07-18,0.8970,0.8970,-1.10%
204,2019-07-17,0.9070,0.9070,0.00%
205,2019-07-16,0.9070,0.9070,-1.31%
206,2019-07-15,0.9190,0.9190,-0.43%
207,2019-07-12,0.9230,0.9230,1.21%
208,2019-07-11,0.9120,0.9120,-0.33%
209,2019-07-10,0.9150,0.9150,0.33%
210,2019-07-09,0.9120,0.9120,-0.11%
211,2019-07-08,0.9130,0.9130,-1.93%
212,2019-07-05,0.9310,0.9310,1.97%
213,2019-07-04,0.9130,0.9130,-1.19%
214,2019-07-03,0.9240,0.9240,-1.60%
215,2019-07-02,0.9390,0.9390,0.00%
216,2019-07-01,0.9390,0.9390,3.41%
217,2019-06-30,0.9080,0.9080,
218,2019-06-28,0.9080,0.9080,0.44%
219,2019-06-27,0.9040,0.9040,1.69%
220,2019-06-26,0.8890,0.8890,0.11%
221,2019-06-25,0.8880,0.8880,-0.45%
222,2019-06-24,0.8920,0.8920,0.79%
223,2019-06-21,0.8850,0.8850,0.34%
224,2019-06-20,0.8820,0.8820,2.68%
225,2019-06-19,0.8590,0.8590,1.66%
226,2019-06-18,0.8450,0.8450,0.60%
227,2019-06-17,0.8400,0.8400,-0.36%
228,2019-06-14,0.8430,0.8430,-0.59%
229,2019-06-13,0.8480,0.8480,-0.35%
230,2019-06-12,0.8510,0.8510,-0.82%
231,2019-06-11,0.8580,0.8580,3.37%
232,2019-06-10,0.8300,0.8300,1.97%
233,2019-06-06,0.8140,0.8140,-0.97%
234,2019-06-05,0.8220,0.8220,-0.60%
235,2019-06-04,0.8270,0.8270,-1.19%
236,2019-06-03,0.8370,0.8370,0.00%
237,2019-05-31,0.8370,0.8370,-0.24%
238,2019-05-30,0.8390,0.8390,-0.36%
239,2019-05-29,0.8420,0.8420,-0.59%
240,2019-05-28,0.8470,0.8470,1.32%
241,2019-05-27,0.8360,0.8360,0.84%
242,2019-05-24,0.8290,0.8290,0.24%
243,2019-05-23,0.8270,0.8270,-2.25%
244,2019-05-22,0.8460,0.8460,-0.47%
245,2019-05-21,0.8500,0.8500,1.07%
246,2019-05-20,0.8410,0.8410,-1.52%
247,2019-05-17,0.8540,0.8540,-2.40%
248,2019-05-16,0.8750,0.8750,0.92%
249,2019-05-15,0.8670,0.8670,3.71%
250,2019-05-14,0.8360,0.8360,-0.83%
251,2019-05-13,0.8430,0.8430,-1.29%
252,2019-05-10,0.8540,0.8540,4.27%
253,2019-05-09,0.8190,0.8190,-2.15%
254,2019-05-08,0.8370,0.8370,-1.41%
255,2019-05-07,0.8490,0.8490,2.41%
256,2019-05-06,0.8290,0.8290,-5.80%
257,2019-04-30,0.8800,0.8800,0.46%
258,2019-04-29,0.8760,0.8760,1.39%
259,2019-04-26,0.8640,0.8640,-0.92%
260,2019-04-25,0.8720,0.8720,-1.91%
261,2019-04-24,0.8890,0.8890,-0.11%
262,2019-04-23,0.8900,0.8900,0.45%
263,2019-04-22,0.8860,0.8860,-1.12%
264,2019-04-19,0.8960,0.8960,1.13%
265,2019-04-18,0.8860,0.8860,-0.11%
266,2019-04-17,0.8870,0.8870,0.91%
267,2019-04-16,0.8790,0.8790,1.97%
268,2019-04-15,0.8620,0.8620,-1.03%
269,2019-04-12,0.8710,0.8710,-0.23%
270,2019-04-11,0.8730,0.8730,-3.32%
271,2019-04-10,0.9030,0.9030,1.12%
272,2019-04-09,0.8930,0.8930,1.48%
273,2019-04-08,0.8800,0.8800,-0.11%
274,2019-04-04,0.8810,0.8810,1.15%
275,2019-04-03,0.8710,0.8710,-0.11%
276,2019-04-02,0.8720,0.8720,-0.80%
277,2019-04-01,0.8790,0.8790,2.33%
278,2019-03-29,0.8590,0.8590,3.49%
279,2019-03-28,0.8300,0.8300,0.85%
280,2019-03-27,0.8230,0.8230,1.48%
281,2019-03-26,0.8110,0.8110,-0.61%
282,2019-03-25,0.8160,0.8160,-2.16%
283,2019-03-22,0.8340,0.8340,0.12%
284,2019-03-21,0.8330,0.8330,-0.36%
285,2019-03-20,0.8360,0.8360,-0.24%
286,2019-03-19,0.8380,0.8380,-0.59%
287,2019-03-18,0.8430,0.8430,3.44%
288,2019-03-15,0.8150,0.8150,1.75%
289,2019-03-14,0.8010,0.8010,-0.12%
290,2019-03-13,0.8020,0.8020,-0.99%
291,2019-03-12,0.8100,0.8100,0.25%
292,2019-03-11,0.8080,0.8080,3.32%
293,2019-03-08,0.7820,0.7820,-2.13%
294,2019-03-07,0.7990,0.7990,-1.84%
295,2019-03-06,0.8140,0.8140,-0.37%
296,2019-03-05,0.8170,0.8170,0.74%
297,2019-03-04,0.8110,0.8110,1.25%
298,2019-03-01,0.8010,0.8010,2.30%
299,2019-02-28,0.7830,0.7830,0.77%
300,2019-02-27,0.7770,0.7770,-0.89%
301,2019-02-26,0.7840,0.7840,-1.26%
302,2019-02-25,0.7940,0.7940,3.66%
303,2019-02-22,0.7660,0.7660,1.32%
304,2019-02-21,0.7560,0.7560,0.00%
305,2019-02-20,0.7560,0.7560,0.27%
306,2019-02-19,0.7540,0.7540,-0.40%
307,2019-02-18,0.7570,0.7570,3.27%
308,2019-02-15,0.7330,0.7330,-2.01%
309,2019-02-14,0.7480,0.7480,0.94%
310,2019-02-13,0.7410,0.7410,1.37%
311,2019-02-12,0.7310,0.7310,0.55%
312,2019-02-11,0.7270,0.7270,2.68%
313,2019-02-01,0.7080,0.7080,2.16%
314,2019-01-31,0.6930,0.6930,0.87%
315,2019-01-30,0.6870,0.6870,-0.72%
316,2019-01-29,0.6920,0.6920,0.00%
317,2019-01-28,0.6920,0.6920,0.58%
318,2019-01-25,0.6880,0.6880,0.88%
319,2019-01-24,0.6820,0.6820,0.74%
320,2019-01-23,0.6770,0.6770,-0.29%
321,2019-01-22,0.6790,0.6790,-1.45%
322,2019-01-21,0.6890,0.6890,0.73%
323,2019-01-18,0.6840,0.6840,2.09%
324,2019-01-17,0.6700,0.6700,-0.45%
325,2019-01-16,0.6730,0.6730,-0.15%
326,2019-01-15,0.6740,0.6740,2.74%
327,2019-01-14,0.6560,0.6560,-1.06%
328,2019-01-11,0.6630,0.6630,0.30%
329,2019-01-10,0.6610,0.6610,0.00%
330,2019-01-09,0.6610,0.6610,1.23%
331,2019-01-08,0.6530,0.6530,0.15%
332,2019-01-07,0.6520,0.6520,0.77%
333,2019-01-04,0.6470,0.6470,1.41%
334,2019-01-03,0.6380,0.6380,-1.09%
335,2019-01-02,0.6450,0.6450,-1.53%
336,2018-12-31,0.6550,0.6550,
337,2018-12-28,0.6550,0.6550,0.15%
338,2018-12-27,0.6540,0.6540,-0.15%
339,2018-12-26,0.6550,0.6550,-0.30%
340,2018-12-25,0.6570,0.6570,-0.30%
341,2018-12-24,0.6590,0.6590,0.92%
342,2018-12-21,0.6530,0.6530,-1.06%
343,2018-12-20,0.6600,0.6600,-0.15%
344,2018-12-19,0.6610,0.6610,-1.49%
345,2018-12-18,0.6710,0.6710,-0.74%
346,2018-12-17,0.6760,0.6760,-1.02%
347,2018-12-14,0.6830,0.6830,-2.29%
348,2018-12-13,0.6990,0.6990,1.90%
349,2018-12-12,0.6860,0.6860,0.00%
350,2018-12-11,0.6860,0.6860,0.88%
351,2018-12-10,0.6800,0.6800,-0.87%
352,2018-12-07,0.6860,0.6860,-0.58%
353,2018-12-06,0.6900,0.6900,-2.82%
354,2018-12-05,0.7100,0.7100,0.14%
355,2018-12-04,0.7090,0.7090,0.28%
356,2018-12-03,0.7070,0.7070,3.97%
357,2018-11-30,0.6800,0.6800,1.64%
358,2018-11-29,0.6690,0.6690,-1.47%
359,2018-11-28,0.6790,0.6790,1.65%
360,2018-11-27,0.6680,0.6680,-0.15%
361,2018-11-26,0.6690,0.6690,0.00%
362,2018-11-23,0.6690,0.6690,-2.34%
363,2018-11-22,0.6850,0.6850,-0.44%
364,2018-11-21,0.6880,0.6880,0.88%
365,2018-11-20,0.6820,0.6820,-2.29%
366,2018-11-19,0.6980,0.6980,0.58%
367,2018-11-16,0.6940,0.6940,0.58%
368,2018-11-15,0.6900,0.6900,1.02%
369,2018-11-14,0.6830,0.6830,-0.58%
370,2018-11-13,0.6870,0.6870,1.18%
371,2018-11-12,0.6790,0.6790,1.65%
372,2018-11-09,0.6680,0.6680,-0.60%
373,2018-11-08,0.6720,0.6720,-0.89%
374,2018-11-07,0.6780,0.6780,-0.44%
375,2018-11-06,0.6810,0.6810,-1.02%
376,2018-11-05,0.6880,0.6880,-1.15%
377,2018-11-02,0.6960,0.6960,5.45%
378,2018-11-01,0.6600,0.6600,1.69%
379,2018-10-31,0.6490,0.6490,2.53%
380,2018-10-30,0.6330,0.6330,0.00%
381,2018-10-29,0.6330,0.6330,-4.24%
382,2018-10-26,0.6610,0.6610,-1.05%
383,2018-10-25,0.6680,0.6680,-1.76%
384,2018-10-24,0.6800,0.6800,-1.73%
385,2018-10-23,0.6920,0.6920,-3.49%
386,2018-10-22,0.7170,0.7170,4.98%
387,2018-10-19,0.6830,0.6830,3.33%
388,2018-10-18,0.6610,0.6610,-2.65%
389,2018-10-17,0.6790,0.6790,0.44%
390,2018-10-16,0.6760,0.6760,-1.60%
391,2018-10-15,0.6870,0.6870,-1.72%
392,2018-10-12,0.6990,0.6990,1.75%
393,2018-10-11,0.6870,0.6870,-4.58%
394,2018-10-10,0.7200,0.7200,-1.64%
395,2018-10-09,0.7320,0.7320,-0.14%
396,2018-10-08,0.7330,0.7330,-4.68%
397,2018-09-28,0.7690,0.7690,0.92%
398,2018-09-27,0.7620,0.7620,-0.13%
399,2018-09-26,0.7630,0.7630,1.73%
400,2018-09-25,0.7500,0.7500,-0.66%
401,2018-09-21,0.7550,0.7550,2.58%
402,2018-09-20,0.7360,0.7360,0.14%
403,2018-09-19,0.7350,0.7350,1.94%
404,2018-09-18,0.7210,0.7210,1.98%
405,2018-09-17,0.7070,0.7070,-1.39%
406,2018-09-14,0.7170,0.7170,0.00%
407,2018-09-13,0.7170,0.7170,0.00%
408,2018-09-12,0.7170,0.7170,-1.24%
409,2018-09-11,0.7260,0.7260,0.14%
410,2018-09-10,0.7250,0.7250,-1.63%
411,2018-09-07,0.7370,0.7370,0.55%
412,2018-09-06,0.7330,0.7330,-1.21%
413,2018-09-05,0.7420,0.7420,-1.72%
414,2018-09-04,0.7550,0.7550,0.53%
415,2018-09-03,0.7510,0.7510,0.00%
416,2018-08-31,0.7510,0.7510,-1.70%
417,2018-08-30,0.7640,0.7640,-1.16%
418,2018-08-29,0.7730,0.7730,-0.77%
419,2018-08-28,0.7790,0.7790,-0.51%
420,2018-08-27,0.7830,0.7830,3.71%
421,2018-08-24,0.7550,0.7550,-0.26%
422,2018-08-23,0.7570,0.7570,0.26%
423,2018-08-22,0.7550,0.7550,-1.18%
424,2018-08-21,0.7640,0.7640,2.97%
425,2018-08-20,0.7420,0.7420,0.14%
426,2018-08-17,0.7410,0.7410,-1.98%
427,2018-08-16,0.7560,0.7560,-1.43%
428,2018-08-15,0.7670,0.7670,-2.79%
429,2018-08-14,0.7890,0.7890,-0.88%
430,2018-08-13,0.7960,0.7960,0.51%
431,2018-08-10,0.7920,0.7920,0.76%
432,2018-08-09,0.7860,0.7860,3.42%
433,2018-08-08,0.7600,0.7600,-1.94%
434,2018-08-07,0.7750,0.7750,2.38%
435,2018-08-06,0.7570,0.7570,-3.32%
436,2018-08-03,0.7830,0.7830,-2.73%
437,2018-08-02,0.8050,0.8050,-1.59%
438,2018-08-01,0.8180,0.8180,-1.21%
439,2018-07-31,0.8280,0.8280,-0.24%
440,2018-07-30,0.8300,0.8300,-1.19%
441,2018-07-27,0.8400,0.8400,-0.47%
442,2018-07-26,0.8440,0.8440,-1.40%
443,2018-07-25,0.8560,0.8560,0.59%
444,2018-07-24,0.8510,0.8510,1.43%
445,2018-07-23,0.8390,0.8390,-0.47%
446,2018-07-20,0.8430,0.8430,0.96%
447,2018-07-19,0.8350,0.8350,-0.83%
448,2018-07-18,0.8420,0.8420,-0.59%
449,2018-07-17,0.8470,0.8470,-0.82%
450,2018-07-16,0.8540,0.8540,0.47%
451,2018-07-13,0.8500,0.8500,1.31%
452,2018-07-12,0.8390,0.8390,2.32%
453,2018-07-11,0.8200,0.8200,-1.32%
454,2018-07-10,0.8310,0.8310,0.61%
455,2018-07-09,0.8260,0.8260,2.99%
456,2018-07-06,0.8020,0.8020,0.50%
457,2018-07-05,0.7980,0.7980,-0.87%
458,2018-07-04,0.8050,0.8050,-1.35%
459,2018-07-03,0.8160,0.8160,-0.73%
460,2018-07-02,0.8220,0.8220,-1.91%
461,2018-06-30,0.8370,0.8370,
462,2018-06-29,0.8380,0.8380,3.20%
463,2018-06-28,0.8120,0.8120,-1.81%
464,2018-06-27,0.8270,0.8270,-2.36%
465,2018-06-26,0.8470,0.8470,-0.59%
466,2018-06-25,0.8520,0.8520,0.47%
467,2018-06-22,0.8480,0.8480,1.07%
468,2018-06-21,0.8390,0.8390,-1.18%
469,2018-06-20,0.8490,0.8490,1.43%
470,2018-06-19,0.8370,0.8370,-3.57%
471,2018-06-15,0.8680,0.8680,-1.03%
472,2018-06-14,0.8770,0.8770,-0.90%
473,2018-06-13,0.8850,0.8850,-1.34%
474,2018-06-12,0.8970,0.8970,1.70%
475,2018-06-11,0.8820,0.8820,-0.79%
476,2018-06-08,0.8890,0.8890,-0.22%
477,2018-06-07,0.8910,0.8910,-1.11%
478,2018-06-06,0.9010,0.9010,0.22%
479,2018-06-05,0.8990,0.8990,1.70%
480,2018-06-04,0.8840,0.8840,0.57%
481,2018-06-01,0.8790,0.8790,-1.79%
482,2018-05-31,0.8950,0.8950,2.52%
483,2018-05-30,0.8730,0.8730,-1.47%
484,2018-05-29,0.8860,0.8860,-1.88%
485,2018-05-28,0.9030,0.9030,1.12%
486,2018-05-25,0.8930,0.8930,-0.45%
487,2018-05-24,0.8970,0.8970,-0.55%
488,2018-05-23,0.9020,0.9020,-1.20%
489,2018-05-22,0.9130,0.9130,1.00%
490,2018-05-21,0.9040,0.9040,0.67%
491,2018-05-18,0.8980,0.8980,0.79%
492,2018-05-17,0.8910,0.8910,-1.76%
493,2018-05-16,0.9070,0.9070,-0.22%
494,2018-05-15,0.9090,0.9090,1.22%
495,2018-05-14,0.8980,0.8980,1.01%
496,2018-05-11,0.8890,0.8890,-0.78%
497,2018-05-10,0.8960,0.8960,1.47%
498,2018-05-09,0.8830,0.8830,0.34%
499,2018-05-08,0.8800,0.8800,0.57%
500,2018-05-07,0.8750,0.8750,2.34%
501,2018-05-04,0.8550,0.8550,0.12%
502,2018-05-03,0.8540,0.8540,0.83%
503,2018-05-02,0.8470,0.8470,1.07%
504,2018-04-27,0.8380,0.8380,0.72%
505,2018-04-26,0.8320,0.8320,-2.69%
506,2018-04-25,0.8550,0.8550,0.47%
507,2018-04-24,0.8510,0.8510,2.53%
508,2018-04-23,0.8300,0.8300,-0.48%
509,2018-04-20,0.8340,0.8340,-0.83%
510,2018-04-19,0.8410,0.8410,1.57%
511,2018-04-18,0.8280,0.8280,0.36%
512,2018-04-17,0.8250,0.8250,-2.48%
513,2018-04-16,0.8460,0.8460,-0.82%
514,2018-04-13,0.8530,0.8530,-1.04%
515,2018-04-12,0.8620,0.8620,-0.58%
516,2018-04-11,0.8670,0.8670,0.00%
517,2018-04-10,0.8670,0.8670,1.52%
518,2018-04-09,0.8540,0.8540,0.23%
519,2018-04-04,0.8520,0.8520,-0.58%
520,2018-04-03,0.8570,0.8570,-0.46%
521,2018-04-02,0.8610,0.8610,-0.23%
522,2018-03-30,0.8630,0.8630,1.53%
523,2018-03-29,0.8500,0.8500,0.35%
524,2018-03-28,0.8470,0.8470,-2.42%
525,2018-03-27,0.8680,0.8680,0.81%
526,2018-03-26,0.8610,0.8610,1.29%
527,2018-03-23,0.8500,0.8500,-3.08%
528,2018-03-22,0.8770,0.8770,-1.02%
529,2018-03-21,0.8860,0.8860,-0.89%
530,2018-03-20,0.8940,0.8940,0.00%
531,2018-03-19,0.8940,0.8940,0.90%
532,2018-03-16,0.8860,0.8860,-1.34%
533,2018-03-15,0.8980,0.8980,1.01%
534,2018-03-14,0.8890,0.8890,-0.11%
535,2018-03-13,0.8900,0.8900,-1.33%
536,2018-03-12,0.9020,0.9020,0.89%
537,2018-03-09,0.8940,0.8940,1.36%
538,2018-03-08,0.8820,0.8820,1.38%
539,2018-03-07,0.8700,0.8700,-0.57%
540,2018-03-06,0.8750,0.8750,0.92%
541,2018-03-05,0.8670,0.8670,-0.12%
542,2018-03-02,0.8680,0.8680,-0.80%
543,2018-03-01,0.8750,0.8750,1.63%
544,2018-02-28,0.8610,0.8610,-0.23%
545,2018-02-27,0.8630,0.8630,-1.03%
546,2018-02-26,0.8720,0.8720,2.11%
547,2018-02-23,0.8540,0.8540,0.00%
548,2018-02-22,0.8540,0.8540,2.40%
549,2018-02-14,0.8340,0.8340,1.46%
550,2018-02-13,0.8220,0.8220,0.61%
551,2018-02-12,0.8170,0.8170,3.55%
552,2018-02-09,0.7890,0.7890,-2.59%
553,2018-02-08,0.8100,0.8100,0.75%
554,2018-02-07,0.8040,0.8040,-2.19%
555,2018-02-06,0.8220,0.8220,-2.84%
556,2018-02-05,0.8460,0.8460,-2.31%
557,2018-02-02,0.8660,0.8660,0.70%
558,2018-02-01,0.8600,0.8600,-1.60%
559,2018-01-31,0.8740,0.8740,0.81%
560,2018-01-30,0.8670,0.8670,0.12%
561,2018-01-29,0.8660,0.8660,-2.70%
562,2018-01-26,0.8900,0.8900,0.45%
563,2018-01-25,0.8860,0.8860,-0.89%
564,2018-01-24,0.8940,0.8940,-0.45%
565,2018-01-23,0.8980,0.8980,0.67%
566,2018-01-22,0.8920,0.8920,2.41%
567,2018-01-19,0.8710,0.8710,-0.57%
568,2018-01-18,0.8760,0.8760,0.11%
569,2018-01-17,0.8750,0.8750,-1.57%
