,净值日期,单位净值,累计净值,日增长率
0,2020-05-21,1.1003,1.1003,-1.86%
1,2020-05-20,1.1212,1.1212,-1.39%
2,2020-05-19,1.1370,1.1370,2.43%
3,2020-05-18,1.1100,1.1100,-4.85%
4,2020-05-15,1.1666,1.1666,1.05%
5,2020-05-14,1.1545,1.1545,-0.94%
6,2020-05-13,1.1655,1.1655,0.28%
7,2020-05-12,1.1623,1.1623,0.28%
8,2020-05-11,1.1590,1.1590,0.02%
9,2020-05-08,1.1588,1.1588,0.84%
10,2020-05-07,1.1492,1.1492,-0.13%
11,2020-05-06,1.1507,1.1507,3.42%
12,2020-04-30,1.1127,1.1127,4.91%
13,2020-04-29,1.0606,1.0606,0.11%
14,2020-04-28,1.0594,1.0594,2.07%
15,2020-04-27,1.0379,1.0379,0.74%
16,2020-04-24,1.0303,1.0303,-1.75%
17,2020-04-23,1.0487,1.0487,-1.77%
18,2020-04-22,1.0676,1.0676,0.21%
19,2020-04-21,1.0654,1.0654,-1.10%
20,2020-04-20,1.0772,1.0772,1.17%
21,2020-04-17,1.0647,1.0647,1.86%
22,2020-04-16,1.0453,1.0453,0.20%
23,2020-04-15,1.0432,1.0432,0.43%
24,2020-04-14,1.0387,1.0387,3.25%
25,2020-04-13,1.0060,1.0060,-2.42%
26,2020-04-10,1.0309,1.0309,-3.71%
27,2020-04-09,1.0706,1.0706,-0.40%
28,2020-04-08,1.0749,1.0749,0.68%
29,2020-04-07,1.0676,1.0676,2.69%
30,2020-04-03,1.0396,1.0396,-1.71%
31,2020-04-02,1.0577,1.0577,5.41%
32,2020-04-01,1.0034,1.0034,0.37%
33,2020-03-31,0.9997,0.9997,-0.66%
34,2020-03-30,1.0063,1.0063,-2.40%
35,2020-03-27,1.0310,1.0310,-1.20%
36,2020-03-26,1.0435,1.0435,-2.36%
37,2020-03-25,1.0687,1.0687,3.60%
38,2020-03-24,1.0316,1.0316,2.05%
39,2020-03-23,1.0109,1.0109,-5.83%
40,2020-03-20,1.0735,1.0735,-0.14%
41,2020-03-19,1.0750,1.0750,3.09%
42,2020-03-18,1.0428,1.0428,-2.47%
43,2020-03-17,1.0692,1.0692,-1.45%
44,2020-03-16,1.0849,1.0849,-8.13%
45,2020-03-13,1.1809,1.1809,-0.03%
46,2020-03-12,1.1813,1.1813,-1.23%
47,2020-03-11,1.1960,1.1960,-2.72%
48,2020-03-10,1.2295,1.2295,6.11%
49,2020-03-09,1.1587,1.1587,-4.63%
50,2020-03-06,1.2150,1.2150,-1.12%
51,2020-03-05,1.2287,1.2287,0.45%
52,2020-03-04,1.2232,1.2232,-2.84%
53,2020-03-03,1.2590,1.2590,-0.28%
54,2020-03-02,1.2625,1.2625,4.19%
55,2020-02-28,1.2117,1.2117,-4.55%
56,2020-02-27,1.2695,1.2695,-1.00%
57,2020-02-26,1.2823,1.2823,-5.23%
58,2020-02-25,1.3530,1.3530,2.83%
59,2020-02-24,1.3158,1.3158,4.75%
60,2020-02-21,1.2561,1.2561,2.76%
61,2020-02-20,1.2224,1.2224,3.29%
62,2020-02-19,1.1835,1.1835,-0.61%
63,2020-02-18,1.1908,1.1908,1.72%
64,2020-02-17,1.1707,1.1707,4.59%
65,2020-02-14,1.1193,1.1193,1.12%
66,2020-02-13,1.1069,1.1069,0.08%
67,2020-02-12,1.1060,1.1060,1.27%
68,2020-02-11,1.0921,1.0921,1.92%
69,2020-02-10,1.0715,1.0715,-0.01%
70,2020-02-07,1.0716,1.0716,
71,2020-01-23,1.0959,1.0959,
72,2020-01-17,1.0757,1.0757,
73,2020-01-10,1.0523,1.0523,
74,2020-01-03,1.0281,1.0281,
75,2019-12-31,0.9982,0.9982,
76,2019-12-27,0.9859,0.9859,
77,2019-12-20,0.9954,0.9954,
78,2019-12-13,1.0001,1.0001,
79,2019-12-10,1.0000,1.0000,
