,净值日期,单位净值,累计净值,日增长率
73,2020-02-04,1.4192,1.4192,2.13%
74,2020-02-03,1.3896,1.3896,-4.61%
75,2020-01-23,1.4567,1.4567,-2.65%
76,2020-01-22,1.4964,1.4964,0.61%
77,2020-01-21,1.4874,1.4874,-1.83%
78,2020-01-20,1.5152,1.5152,0.26%
79,2020-01-17,1.5112,1.5112,0.63%
80,2020-01-16,1.5018,1.5018,1.10%
81,2020-01-15,1.4854,1.4854,0.15%
82,2020-01-14,1.4832,1.4832,-1.25%
83,2020-01-13,1.5020,1.5020,1.65%
84,2020-01-10,1.4776,1.4776,0.63%
85,2020-01-09,1.4684,1.4684,2.04%
86,2020-01-08,1.4390,1.4390,-0.73%
87,2020-01-07,1.4496,1.4496,1.19%
88,2020-01-06,1.4325,1.4325,-1.82%
89,2020-01-03,1.4590,1.4590,-0.55%
90,2020-01-02,1.4670,1.4670,-0.14%
91,2019-12-31,1.4691,1.4691,0.03%
92,2019-12-30,1.4686,1.4686,0.66%
93,2019-12-27,1.4590,1.4590,1.01%
94,2019-12-26,1.4444,1.4444,0.19%
95,2019-12-25,1.4416,1.4416,-0.51%
96,2019-12-24,1.4490,1.4490,-0.04%
97,2019-12-23,1.4496,1.4496,0.33%
98,2019-12-20,1.4449,1.4449,-0.02%
99,2019-12-19,1.4452,1.4452,-0.42%
100,2019-12-18,1.4513,1.4513,0.01%
101,2019-12-17,1.4512,1.4512,2.02%
102,2019-12-16,1.4225,1.4225,-0.48%
103,2019-12-13,1.4293,1.4293,1.58%
104,2019-12-12,1.4070,1.4070,0.42%
105,2019-12-11,1.4011,1.4011,0.14%
106,2019-12-10,1.3991,1.3991,0.19%
107,2019-12-09,1.3965,1.3965,-1.33%
108,2019-12-06,1.4153,1.4153,1.59%
109,2019-12-05,1.3932,1.3932,0.80%
110,2019-12-04,1.3822,1.3822,0.14%
111,2019-12-03,1.3803,1.3803,-0.41%
112,2019-12-02,1.3860,1.3860,-0.24%
113,2019-11-29,1.3894,1.3894,-2.89%
114,2019-11-28,1.4307,1.4307,-0.26%
115,2019-11-27,1.4344,1.4344,-0.29%
116,2019-11-26,1.4386,1.4386,0.45%
117,2019-11-25,1.4321,1.4321,-0.51%
118,2019-11-22,1.4394,1.4394,-1.11%
119,2019-11-21,1.4556,1.4556,-0.75%
120,2019-11-20,1.4666,1.4666,-0.20%
121,2019-11-19,1.4696,1.4696,1.82%
122,2019-11-18,1.4434,1.4434,0.21%
123,2019-11-15,1.4404,1.4404,-0.52%
124,2019-11-14,1.4479,1.4479,-0.04%
125,2019-11-13,1.4485,1.4485,0.28%
126,2019-11-12,1.4444,1.4444,0.29%
127,2019-11-11,1.4402,1.4402,-1.59%
128,2019-11-08,1.4634,1.4634,-0.19%
129,2019-11-07,1.4662,1.4662,0.61%
130,2019-11-06,1.4573,1.4573,-0.56%
131,2019-11-05,1.4655,1.4655,-0.22%
132,2019-11-04,1.4688,1.4688,0.80%
133,2019-11-01,1.4572,1.4572,0.42%
134,2019-10-31,1.4511,1.4511,0.82%
135,2019-10-30,1.4393,1.4393,-0.37%
136,2019-10-29,1.4447,1.4447,0.28%
137,2019-10-28,1.4407,1.4407,1.27%
138,2019-10-25,1.4227,1.4227,1.58%
139,2019-10-24,1.4006,1.4006,-0.74%
140,2019-10-23,1.4110,1.4110,-1.08%
141,2019-10-22,1.4264,1.4264,0.15%
142,2019-10-21,1.4243,1.4243,-0.27%
143,2019-10-18,1.4282,1.4282,-0.70%
144,2019-10-17,1.4383,1.4383,-0.06%
145,2019-10-16,1.4392,1.4392,-0.44%
146,2019-10-15,1.4455,1.4455,0.87%
147,2019-10-14,1.4330,1.4330,0.25%
148,2019-10-11,1.4294,1.4294,0.80%
149,2019-10-10,1.4180,1.4180,1.37%
150,2019-10-09,1.3988,1.3988,-0.76%
151,2019-10-08,1.4095,1.4095,1.09%
152,2019-09-30,1.3943,1.3943,-0.30%
153,2019-09-27,1.3985,1.3985,-0.09%
154,2019-09-26,1.3998,1.3998,-0.01%
155,2019-09-25,1.4000,1.4000,-1.13%
156,2019-09-24,1.4160,1.4160,1.26%
157,2019-09-23,1.3984,1.3984,-1.08%
158,2019-09-20,1.4137,1.4137,0.21%
159,2019-09-19,1.4107,1.4107,-0.62%
160,2019-09-18,1.4195,1.4195,1.34%
161,2019-09-17,1.4008,1.4008,-0.19%
162,2019-09-16,1.4035,1.4035,-0.61%
163,2019-09-12,1.4121,1.4121,0.86%
164,2019-09-11,1.4000,1.4000,-2.10%
165,2019-09-10,1.4300,1.4300,-0.98%
166,2019-09-09,1.4441,1.4441,-0.87%
167,2019-09-06,1.4568,1.4568,0.28%
168,2019-09-05,1.4527,1.4527,0.62%
169,2019-09-04,1.4438,1.4438,0.19%
170,2019-09-03,1.4410,1.4410,-0.69%
171,2019-09-02,1.4510,1.4510,0.99%
172,2019-08-30,1.4368,1.4368,1.76%
173,2019-08-29,1.4119,1.4119,1.96%
174,2019-08-28,1.3848,1.3848,-0.83%
175,2019-08-27,1.3964,1.3964,1.45%
176,2019-08-26,1.3764,1.3764,-1.69%
177,2019-08-23,1.4001,1.4001,1.28%
178,2019-08-22,1.3824,1.3824,1.36%
179,2019-08-21,1.3638,1.3638,-0.01%
180,2019-08-20,1.3639,1.3639,0.23%
181,2019-08-19,1.3608,1.3608,1.73%
182,2019-08-16,1.3376,1.3376,1.26%
183,2019-08-15,1.3209,1.3209,-0.17%
184,2019-08-14,1.3231,1.3231,1.29%
185,2019-08-13,1.3062,1.3062,-0.80%
186,2019-08-12,1.3167,1.3167,2.23%
187,2019-08-09,1.2880,1.2880,-1.03%
188,2019-08-08,1.3014,1.3014,1.40%
189,2019-08-07,1.2834,1.2834,0.07%
190,2019-08-06,1.2825,1.2825,0.62%
191,2019-08-05,1.2746,1.2746,-1.98%
192,2019-08-02,1.3003,1.3003,-1.73%
193,2019-08-01,1.3232,1.3232,
194,2019-07-30,1.3432,1.3432,-0.23%
195,2019-07-29,1.3463,1.3463,0.58%
196,2019-07-26,1.3386,1.3386,-0.05%
197,2019-07-25,1.3393,1.3393,1.09%
198,2019-07-24,1.3249,1.3249,0.06%
199,2019-07-23,1.3241,1.3241,-0.42%
200,2019-07-22,1.3297,1.3297,-0.37%
201,2019-07-19,1.3346,1.3346,0.77%
202,2019-07-18,1.3244,1.3244,-0.99%
203,2019-07-17,1.3376,1.3376,0.06%
204,2019-07-16,1.3368,1.3368,-0.80%
205,2019-07-15,1.3476,1.3476,0.05%
206,2019-07-12,1.3469,1.3469,0.48%
207,2019-07-11,1.3405,1.3405,-0.49%
208,2019-07-10,1.3471,1.3471,0.88%
209,2019-07-09,1.3354,1.3354,-0.36%
210,2019-07-08,1.3402,1.3402,-1.60%
211,2019-07-05,1.3620,1.3620,2.01%
212,2019-07-04,1.3352,1.3352,-0.76%
213,2019-07-03,1.3454,1.3454,-1.26%
214,2019-07-02,1.3625,1.3625,
215,2019-06-30,1.3183,1.3183,
216,2019-06-28,1.3184,1.3184,0.27%
217,2019-06-27,1.3149,1.3149,2.06%
218,2019-06-26,1.2883,1.2883,0.00%
219,2019-06-25,1.2883,1.2883,-0.42%
220,2019-06-24,1.2937,1.2937,1.05%
221,2019-06-21,1.2803,1.2803,0.09%
222,2019-06-20,1.2791,1.2791,2.76%
223,2019-06-19,1.2447,1.2447,2.19%
224,2019-06-18,1.2180,1.2180,1.21%
225,2019-06-17,1.2034,1.2034,0.06%
226,2019-06-14,1.2027,1.2027,-0.50%
227,2019-06-13,1.2088,1.2088,-0.34%
228,2019-06-12,1.2129,1.2129,-1.34%
229,2019-06-11,1.2294,1.2294,3.11%
230,2019-06-10,1.1923,1.1923,2.74%
231,2019-06-06,1.1605,1.1605,-0.63%
232,2019-06-05,1.1679,1.1679,-0.92%
233,2019-06-04,1.1788,1.1788,-1.66%
234,2019-06-03,1.1987,1.1987,0.17%
235,2019-05-31,1.1967,1.1967,-0.57%
236,2019-05-30,1.2035,1.2035,-0.62%
237,2019-05-29,1.2110,1.2110,-0.29%
238,2019-05-28,1.2145,1.2145,1.61%
239,2019-05-27,1.1953,1.1953,0.86%
240,2019-05-24,1.1851,1.1851,0.63%
241,2019-05-23,1.1777,1.1777,-2.77%
242,2019-05-22,1.2112,1.2112,-0.22%
243,2019-05-21,1.2139,1.2139,0.50%
244,2019-05-20,1.2079,1.2079,-2.15%
245,2019-05-17,1.2344,1.2344,-2.19%
246,2019-05-16,1.2620,1.2620,1.02%
247,2019-05-15,1.2493,1.2493,4.00%
248,2019-05-14,1.2013,1.2013,
249,2019-05-10,1.2182,1.2182,4.28%
250,2019-05-09,1.1682,1.1682,-3.26%
251,2019-05-08,1.2076,1.2076,-0.77%
252,2019-05-07,1.2170,1.2170,1.65%
253,2019-05-06,1.1972,1.1972,-4.94%
254,2019-04-30,1.2594,1.2594,
255,2019-04-26,1.2361,1.2361,0.37%
256,2019-04-25,1.2315,1.2315,-1.68%
257,2019-04-24,1.2525,1.2525,-0.34%
258,2019-04-23,1.2568,1.2568,
259,2019-04-18,1.2444,1.2444,-0.45%
260,2019-04-17,1.2500,1.2500,0.30%
261,2019-04-16,1.2462,1.2462,1.63%
262,2019-04-15,1.2262,1.2262,-1.02%
263,2019-04-12,1.2388,1.2388,-0.14%
264,2019-04-11,1.2405,1.2405,-2.51%
265,2019-04-10,1.2725,1.2725,0.70%
266,2019-04-09,1.2637,1.2637,1.44%
267,2019-04-08,1.2458,1.2458,1.34%
268,2019-04-04,1.2293,1.2293,0.74%
269,2019-04-03,1.2203,1.2203,0.96%
270,2019-04-02,1.2087,1.2087,-0.66%
271,2019-04-01,1.2167,1.2167,1.00%
272,2019-03-29,1.2046,1.2046,2.50%
273,2019-03-28,1.1752,1.1752,0.51%
274,2019-03-27,1.1692,1.1692,1.39%
275,2019-03-26,1.1532,1.1532,0.30%
276,2019-03-25,1.1498,1.1498,-2.53%
277,2019-03-22,1.1796,1.1796,0.75%
278,2019-03-21,1.1708,1.1708,-0.67%
279,2019-03-20,1.1787,1.1787,-0.53%
280,2019-03-19,1.1850,1.1850,-0.65%
281,2019-03-18,1.1928,1.1928,4.04%
282,2019-03-15,1.1465,1.1465,1.66%
283,2019-03-14,1.1278,1.1278,0.33%
284,2019-03-13,1.1241,1.1241,-0.13%
285,2019-03-12,1.1256,1.1256,0.69%
286,2019-03-11,1.1179,1.1179,3.23%
287,2019-03-08,1.0829,1.0829,-2.10%
288,2019-03-07,1.1061,1.1061,-2.55%
289,2019-03-06,1.1350,1.1350,-0.38%
290,2019-03-05,1.1393,1.1393,0.20%
291,2019-03-04,1.1370,1.1370,1.30%
292,2019-03-01,1.1224,1.1224,2.80%
293,2019-02-28,1.0918,1.0918,0.82%
294,2019-02-27,1.0829,1.0829,-0.62%
295,2019-02-26,1.0897,1.0897,-1.33%
296,2019-02-25,1.1044,1.1044,2.07%
297,2019-02-22,1.0820,1.0820,0.93%
298,2019-02-21,1.0720,1.0720,0.03%
299,2019-02-20,1.0717,1.0717,0.22%
300,2019-02-19,1.0693,1.0693,-0.74%
301,2019-02-18,1.0773,1.0773,2.51%
302,2019-02-15,1.0509,1.0509,-2.14%
303,2019-02-14,1.0739,1.0739,0.33%
304,2019-02-13,1.0704,1.0704,1.28%
305,2019-02-12,1.0569,1.0569,0.90%
306,2019-02-11,1.0475,1.0475,
307,2019-01-30,0.9954,0.9954,-0.71%
308,2019-01-29,1.0025,1.0025,0.43%
309,2019-01-28,0.9982,0.9982,0.07%
310,2019-01-25,0.9975,0.9975,1.28%
311,2019-01-24,0.9849,0.9849,0.33%
312,2019-01-23,0.9817,0.9817,-0.31%
313,2019-01-22,0.9848,0.9848,-1.39%
314,2019-01-21,0.9987,0.9987,0.55%
315,2019-01-18,0.9932,0.9932,2.34%
316,2019-01-17,0.9705,0.9705,-0.13%
317,2019-01-16,0.9718,0.9718,0.31%
318,2019-01-15,0.9688,0.9688,2.92%
319,2019-01-14,0.9413,0.9413,-1.51%
320,2019-01-11,0.9557,0.9557,0.60%
321,2019-01-10,0.9500,0.9500,0.29%
322,2019-01-09,0.9473,0.9473,1.51%
323,2019-01-08,0.9332,0.9332,0.18%
324,2019-01-07,0.9315,0.9315,0.51%
325,2019-01-04,0.9268,0.9268,0.75%
326,2019-01-03,0.9199,0.9199,-1.15%
327,2019-01-02,0.9306,0.9306,
328,2018-12-31,0.9471,0.9471,
329,2018-12-21,0.9404,0.9404,-0.79%
330,2018-12-20,0.9479,0.9479,-0.37%
331,2018-12-19,0.9514,0.9514,-0.80%
332,2018-12-18,0.9591,0.9591,-0.53%
333,2018-12-17,0.9642,0.9642,-0.47%
334,2018-12-14,0.9688,0.9688,-1.02%
335,2018-12-13,0.9788,0.9788,1.14%
336,2018-12-12,0.9678,0.9678,0.50%
337,2018-12-11,0.9630,0.9630,0.64%
338,2018-12-10,0.9569,0.9569,-0.67%
339,2018-12-07,0.9634,0.9634,-0.18%
340,2018-12-06,0.9651,0.9651,-2.55%
341,2018-12-05,0.9904,0.9904,-0.35%
342,2018-12-04,0.9939,0.9939,0.16%
343,2018-12-03,0.9923,0.9923,2.23%
344,2018-11-30,0.9707,0.9707,0.68%
345,2018-11-29,0.9641,0.9641,-0.43%
346,2018-11-28,0.9683,0.9683,0.81%
347,2018-11-27,0.9605,0.9605,-0.12%
348,2018-11-26,0.9617,0.9617,0.11%
349,2018-11-23,0.9606,0.9606,-0.90%
350,2018-11-22,0.9693,0.9693,0.13%
351,2018-11-21,0.9680,0.9680,0.84%
352,2018-11-20,0.9599,0.9599,-1.53%
353,2018-11-19,0.9748,0.9748,0.81%
354,2018-11-16,0.9670,0.9670,0.12%
355,2018-11-15,0.9658,0.9658,0.51%
356,2018-11-14,0.9609,0.9609,-0.81%
357,2018-11-13,0.9687,0.9687,0.98%
358,2018-11-12,0.9593,0.9593,-0.09%
359,2018-11-09,0.9602,0.9602,-0.89%
360,2018-11-08,0.9688,0.9688,0.22%
361,2018-11-07,0.9667,0.9667,-0.20%
362,2018-11-06,0.9686,0.9686,-0.42%
363,2018-11-05,0.9727,0.9727,-1.68%
364,2018-11-02,0.9893,0.9893,4.10%
365,2018-11-01,0.9503,0.9503,1.38%
366,2018-10-31,0.9374,0.9374,1.88%
367,2018-10-30,0.9201,0.9201,-0.49%
368,2018-10-29,0.9246,0.9246,-2.97%
369,2018-10-26,0.9529,0.9529,-0.98%
370,2018-10-25,0.9623,0.9623,-1.28%
371,2018-10-24,0.9748,0.9748,-0.83%
372,2018-10-23,0.9830,0.9830,-2.52%
373,2018-10-22,1.0084,1.0084,2.32%
374,2018-10-19,0.9855,0.9855,1.54%
375,2018-10-18,0.9706,0.9706,
376,2018-10-16,0.9793,0.9793,-0.27%
377,2018-10-15,0.9820,0.9820,-0.53%
378,2018-10-12,0.9872,0.9872,1.45%
379,2018-10-11,0.9731,0.9731,-1.56%
380,2018-10-10,0.9885,0.9885,-0.85%
381,2018-10-09,0.9970,0.9970,-0.02%
382,2018-10-08,0.9972,0.9972,-2.16%
383,2018-09-28,1.0192,1.0192,
384,2018-09-21,1.0143,1.0143,
385,2018-09-14,0.9985,0.9985,
386,2018-09-07,0.9986,0.9986,
387,2018-09-05,1.0000,1.0000,
